GeneID	Length	X1h_m1_t	X1h_m1_u	X1h_m2_t	X1h_m2_u	X1h_m3_t	X1h_m3_u	X6h_m1_t	X6h_m1_u	X6h_m2_t	X6h_m2_u	X6h_m3_t	X6h_m3_u
ENSMUSG00000024845	4601	127	108	152	112	141	137	139	69	155	115	153	126
ENSMUSG00000024842	3518	1	3	2	1	1	0	0	2	0	0	1	0
ENSMUSG00000044724	3936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024835	3204	397	426	617	534	612	484	699	324	523	378	529	556
ENSMUSG00000045826	1611	2	4	6	5	5	2	12	5	14	7	7	8
ENSMUSG00000024830	5167	61	42	70	56	66	71	86	33	67	37	62	69
ENSMUSG00000075289	4525	1	4	0	4	5	4	7	5	3	3	8	11
ENSMUSG00000117905	3709	1	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000097233	3877	1	1	1	0	2	0	3	2	0	0	2	3
ENSMUSG00000040247	3623	0	4	11	3	4	2	8	3	8	5	3	7
ENSMUSG00000040385	2520	691	702	922	768	759	687	1285	516	1078	608	931	866
ENSMUSG00000117839	241	0	0	0	0	1	0	0	0	1	1	0	0
ENSMUSG00000024824	2362	82	82	116	87	120	111	129	77	112	69	94	128
ENSMUSG00000118245	835	4	1	0	1	2	1	0	1	3	0	3	0
ENSMUSG00000040663	3806	16	14	39	49	46	25	48	15	31	21	18	41
ENSMUSG00000117873	597	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093346	87	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024854	1164	51	31	56	64	86	56	65	18	47	29	44	48
ENSMUSG00000117718	460	0	1	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000034616	6080	367	226	489	311	328	231	423	195	438	233	310	393
ENSMUSG00000099290	61	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005986	2460	41	16	59	16	26	20	43	15	30	23	16	30
ENSMUSG00000118344	509	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024858	4476	796	728	1071	830	888	728	1418	580	1182	711	959	1009
ENSMUSG00000054611	14446	520	435	714	518	773	545	853	336	724	456	607	739
ENSMUSG00000041845	1714	3	0	5	2	1	0	12	0	0	1	2	0
ENSMUSG00000087132	2649	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000049303	5539	0	1	1	1	1	0	0	0	1	0	0	0
ENSMUSG00000042041	1167	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024892	4753	21	13	19	21	12	10	44	10	39	23	29	24
ENSMUSG00000045045	3366	5	6	1	4	4	3	0	2	2	2	2	3
ENSMUSG00000024889	2083	58	51	82	69	72	76	105	49	61	42	82	56
ENSMUSG00000098346	58	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071691	3703	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000117746	502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067889	8896	1	0	1	2	3	1	0	0	3	3	5	2
ENSMUSG00000096370	5780	5	3	7	13	16	5	1	5	6	15	4	10
ENSMUSG00000033760	9979	27	28	38	41	39	36	33	23	47	22	41	41
ENSMUSG00000103651	3069	53	43	90	69	88	51	107	28	86	47	76	106
ENSMUSG00000094936	4940	74	38	84	86	83	64	141	36	99	36	81	51
ENSMUSG00000006456	3910	74	62	147	85	130	87	166	61	137	95	89	115
ENSMUSG00000095913	663	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000034108	1782	51	32	57	40	38	38	39	39	58	36	50	52
ENSMUSG00000067872	3163	0	0	0	0	4	0	0	0	1	0	0	0
ENSMUSG00000083282	5041	11	3	9	3	2	6	0	2	2	2	12	5
ENSMUSG00000006457	2901	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006463	2916	55	52	76	71	88	49	108	36	89	62	70	53
ENSMUSG00000006464	7674	16	8	31	13	29	14	10	11	25	8	22	21
ENSMUSG00000088661	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063904	7753	254	234	354	264	318	255	524	185	375	188	286	299
ENSMUSG00000024901	4720	26	24	38	30	57	27	89	18	37	23	44	37
ENSMUSG00000024902	3229	56	56	96	54	76	68	84	49	69	74	79	85
ENSMUSG00000045903	4136	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000118364	1757	2	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000117723	415	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024891	3018	5	3	5	2	6	4	28	2	6	7	7	6
ENSMUSG00000047379	2306	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117789	3572	0	1	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000080268	1750	1	1	0	2	3	1	0	0	1	10	3	7
ENSMUSG00000024883	4820	1	1	3	5	4	2	5	0	2	1	3	3
ENSMUSG00000056481	2605	0	0	3	0	0	1	0	0	0	0	2	2
ENSMUSG00000061451	4807	2	2	0	1	2	2	0	2	0	0	1	2
ENSMUSG00000117893	1421	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024875	1889	68	56	70	60	85	76	131	63	99	40	93	79
ENSMUSG00000024873	1369	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000024870	2272	381	366	407	312	358	293	526	287	419	263	333	430
ENSMUSG00000024862	4134	94	87	141	114	116	100	130	59	168	97	114	138
ENSMUSG00000117710	1292	1	1	1	0	0	0	0	0	4	0	3	0
ENSMUSG00000117729	1233	0	0	2	3	0	0	0	0	0	0	0	2
ENSMUSG00000024855	6027	59	62	96	67	81	71	116	42	110	48	56	63
ENSMUSG00000098803	106	0	0	0	0	0	2	0	1	7	0	0	5
ENSMUSG00000118104	213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024853	6822	594	546	720	621	673	600	853	319	676	421	592	542
ENSMUSG00000118243	833	0	1	0	0	2	1	0	0	3	1	0	0
ENSMUSG00000047658	2421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118263	648	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118009	193	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117807	1454	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038498	2188	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024846	4090	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118610	163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024844	1496	108	107	154	106	114	108	174	75	150	74	107	112
ENSMUSG00000024841	2792	77	73	101	101	115	77	125	69	144	58	94	81
ENSMUSG00000039148	5902	208	164	232	211	229	183	401	139	307	164	225	220
ENSMUSG00000117959	1266	5	6	4	4	2	4	0	2	4	0	17	2
ENSMUSG00000039330	1726	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000086938	2240	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000051133	195	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024914	1741	137	159	228	213	222	157	244	156	223	131	231	189
ENSMUSG00000047423	1542	79	55	124	83	102	61	167	46	107	63	102	105
ENSMUSG00000088909	66	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117771	728	26	22	28	24	29	22	63	14	17	22	24	30
ENSMUSG00000117845	173	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000024912	2033	17	19	41	48	50	25	19	3	13	13	19	21
ENSMUSG00000095098	4715	8	9	10	15	20	3	34	14	21	4	17	13
ENSMUSG00000024911	4133	118	128	166	130	146	110	207	67	176	101	163	126
ENSMUSG00000024910	1887	0	1	0	1	1	0	0	1	0	1	6	0
ENSMUSG00000024909	3788	26	19	47	43	29	30	41	16	28	17	26	32
ENSMUSG00000024906	3567	51	34	61	50	64	47	34	24	71	41	41	61
ENSMUSG00000117966	455	0	1	1	0	0	2	0	0	2	0	0	0
ENSMUSG00000056201	2844	2408	2525	3282	2565	2946	2463	3537	1585	2559	1658	2392	2183
ENSMUSG00000056185	3554	47	31	54	48	44	43	81	21	67	42	28	55
ENSMUSG00000100937	1021	11	4	8	9	6	6	0	3	1	3	5	8
ENSMUSG00000109695	1565	13	5	17	10	12	14	12	4	20	5	13	12
ENSMUSG00000024922	3488	0	0	1	0	0	0	0	0	0	0	2	0
ENSMUSG00000117861	712	0	3	1	0	0	0	11	0	1	0	0	0
ENSMUSG00000049562	3237	131	148	155	135	155	141	264	81	157	86	145	152
ENSMUSG00000024925	1715	11	15	15	18	20	7	18	10	17	13	18	21
ENSMUSG00000024926	3509	78	82	96	93	95	69	101	61	151	104	106	111
ENSMUSG00000024927	3072	210	225	284	295	276	217	336	112	389	218	277	361
ENSMUSG00000056917	4419	203	179	253	235	261	212	272	174	302	190	247	297
ENSMUSG00000054874	8757	213	222	245	229	336	245	338	140	319	206	267	301
ENSMUSG00000098568	73	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004054	4393	155	171	220	216	213	144	291	117	288	129	180	234
ENSMUSG00000118077	600	1	5	0	2	1	0	0	0	0	0	0	0
ENSMUSG00000024936	1566	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000024937	6964	561	549	680	593	781	588	921	373	890	427	638	658
ENSMUSG00000089766	442	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024939	1209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118125	2532	3	2	0	2	2	3	0	1	5	1	1	0
ENSMUSG00000079478	1236	1	0	0	4	1	4	0	0	0	3	2	4
ENSMUSG00000024940	9069	65	50	85	75	102	61	70	32	112	61	69	87
ENSMUSG00000024941	3600	250	248	315	259	299	253	324	122	420	205	289	358
ENSMUSG00000092341	6983	39830	39863	60867	54222	65747	47593	74713	28587	63682	36580	50213	49283
ENSMUSG00000098462	86	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102349	453	1	6	5	1	3	5	108	27	29	55	40	27
ENSMUSG00000098865	56	0	0	1	2	1	0	0	0	0	0	0	0
ENSMUSG00000092274	20771	5405	6027	9772	9452	8617	7342	10067	3063	8139	3895	5647	6864
ENSMUSG00000098543	152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098974	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098986	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043488	612	2	3	5	2	1	1	0	6	0	0	0	2
ENSMUSG00000024816	5082	113	121	200	156	171	169	115	75	162	121	139	166
ENSMUSG00000024818	2762	62	38	43	40	59	34	56	36	52	52	41	47
ENSMUSG00000044390	2160	1	1	2	2	2	1	5	0	6	4	9	5
ENSMUSG00000024826	6501	183	197	325	252	246	216	280	115	317	184	263	231
ENSMUSG00000110156	2008	1	0	2	2	0	1	0	0	0	4	0	1
ENSMUSG00000045664	3411	149	302	323	298	318	245	340	124	334	177	275	250
ENSMUSG00000024833	8294	79	70	185	172	119	109	118	60	188	90	67	148
ENSMUSG00000037451	1897	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024942	3344	179	208	282	231	236	216	355	154	259	144	224	253
ENSMUSG00000097404	1969	2	3	2	4	2	5	0	0	0	6	5	1
ENSMUSG00000118194	328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094281	132	1	1	2	2	1	2	20	1	1	1	1	1
ENSMUSG00000024807	4859	180	118	233	205	202	178	300	127	214	118	185	188
ENSMUSG00000098928	59	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007338	1876	61	72	86	69	66	55	117	36	95	46	71	97
ENSMUSG00000118496	141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038274	961	577	561	808	706	732	603	987	518	970	461	903	698
ENSMUSG00000075227	1281	17	17	28	17	25	18	31	15	31	21	23	30
ENSMUSG00000024799	4403	22	12	12	21	10	11	25	12	1	3	24	9
ENSMUSG00000024797	4520	58	64	74	73	74	58	131	45	122	64	98	83
ENSMUSG00000100621	728	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000047733	545	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024792	1810	39	34	59	50	52	42	72	27	75	50	49	43
ENSMUSG00000024791	2129	5	0	8	5	5	4	17	2	5	3	13	7
ENSMUSG00000117666	1058	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054999	2491	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024790	1442	3	10	10	6	7	7	27	6	10	12	13	15
ENSMUSG00000024787	2293	25	19	36	46	44	40	44	36	36	27	27	33
ENSMUSG00000024944	3456	45	67	110	105	69	63	79	34	102	70	81	97
ENSMUSG00000039699	2522	26	18	472	468	161	179	28	18	292	83	138	258
ENSMUSG00000084742	120	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083458	486	2	2	1	1	3	2	0	1	3	6	6	1
ENSMUSG00000024786	1641	1	0	20	11	11	3	0	0	0	2	0	1
ENSMUSG00000024784	770	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000024777	3372	101	105	136	76	115	85	116	63	136	66	125	125
ENSMUSG00000024773	7693	128	110	136	115	168	112	165	76	124	91	113	155
ENSMUSG00000065582	86	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065523	89	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085196	2558	0	5	5	2	9	4	6	4	2	3	3	4
ENSMUSG00000024772	3705	935	963	1312	1061	1181	842	1680	758	1260	844	1083	1329
ENSMUSG00000024769	6099	85	55	69	53	89	80	121	42	82	88	60	90
ENSMUSG00000117681	400	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024947	3835	49	47	107	86	72	58	106	47	74	39	64	44
ENSMUSG00000024948	6654	64	47	89	86	85	56	118	40	111	61	60	78
ENSMUSG00000099230	65	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079467	802	2	2	3	3	6	5	5	3	3	3	2	2
ENSMUSG00000024949	6211	459	465	578	497	577	498	861	311	668	432	527	619
ENSMUSG00000032648	3218	3	2	5	16	9	4	0	4	10	4	13	3
ENSMUSG00000032946	12384	12	7	26	14	24	9	37	8	30	12	28	26
ENSMUSG00000084876	1232	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000033768	13812	1	2	1	0	1	0	0	2	0	0	0	0
ENSMUSG00000117897	2689	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052188	760	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061742	2263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092802	126	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000118062	489	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084221	635	6	11	10	8	10	5	15	3	4	1	9	3
ENSMUSG00000084825	871	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085285	769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118181	655	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024952	3595	169	201	333	330	251	232	377	134	377	222	339	318
ENSMUSG00000104884	59	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047810	5032	309	344	844	890	621	591	494	243	886	355	635	727
ENSMUSG00000024953	2139	2133	2742	4702	4836	3045	3065	3702	1868	4068	2097	3583	3260
ENSMUSG00000038812	1233	59	93	75	82	91	70	163	78	163	76	135	139
ENSMUSG00000024955	4414	156	121	219	195	191	157	321	108	261	143	173	199
ENSMUSG00000098413	91	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050623	1262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024957	4465	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024958	3396	62	35	77	71	72	65	88	34	56	35	66	59
ENSMUSG00000024959	2558	65	41	61	51	58	46	95	40	67	26	59	61
ENSMUSG00000024960	6960	221	202	265	258	268	242	294	121	333	163	218	271
ENSMUSG00000056612	1526	177	136	174	133	168	119	353	123	276	157	229	183
ENSMUSG00000056629	1640	150	127	177	142	176	141	263	116	162	110	206	133
ENSMUSG00000024962	1605	86	66	90	71	69	55	122	53	145	67	126	117
ENSMUSG00000024963	1240	26	31	40	27	25	24	25	14	28	22	20	27
ENSMUSG00000037349	1195	12	11	22	18	21	13	20	8	17	6	22	14
ENSMUSG00000047656	1144	4	4	9	10	15	3	10	5	10	6	16	12
ENSMUSG00000024965	5784	545	396	644	542	540	446	884	333	592	395	410	511
ENSMUSG00000024966	2108	401	382	595	565	523	498	770	274	563	334	487	519
ENSMUSG00000036278	1228	6	2	1	4	6	2	9	3	10	0	1	2
ENSMUSG00000117901	953	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047787	5872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024767	2545	172	165	214	181	165	140	266	118	262	125	168	174
ENSMUSG00000035885	619	180	177	169	195	214	164	246	149	210	128	260	175
ENSMUSG00000024764	9028	129	107	199	134	157	108	181	86	180	113	130	189
ENSMUSG00000096774	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088680	121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024968	3157	1	3	1	3	7	1	0	0	3	0	0	1
ENSMUSG00000024969	7942	280	220	324	256	315	228	363	174	347	175	253	286
ENSMUSG00000091558	1016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024970	3753	40	47	54	50	55	42	48	18	52	45	43	49
ENSMUSG00000117743	1404	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000099923	1025	1	1	0	2	2	1	0	0	0	0	0	0
ENSMUSG00000095690	654	32	23	40	25	23	20	26	26	36	29	29	23
ENSMUSG00000118297	598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053080	7032	9	11	11	3	14	11	22	6	11	10	7	9
ENSMUSG00000098293	70	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000024758	5022	934	983	1539	1268	1370	1049	1894	771	1650	1018	1411	1406
ENSMUSG00000024759	10099	496	357	617	503	591	413	674	362	620	417	603	532
ENSMUSG00000060675	6396	3	11	82	75	18	44	13	12	57	23	36	46
ENSMUSG00000024972	2773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024973	1408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024761	504	2	6	4	1	4	7	14	4	11	7	9	9
ENSMUSG00000024757	5431	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083160	1116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081596	1168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117937	480	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053303	2949	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118312	1262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067656	2152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076136	109	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000118220	1365	1	0	0	1	0	2	0	0	1	0	1	0
ENSMUSG00000118036	2200	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063590	2004	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075044	2272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118280	653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118345	1364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117877	2194	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052562	3368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110298	2926	1	0	0	2	0	0	22	0	1	0	0	0
ENSMUSG00000086174	790	1	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000063796	3910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024650	3983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117763	2742	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000032773	6487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087830	329	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010095	3529	979	937	1322	1120	1384	977	1764	710	1398	983	1252	1424
ENSMUSG00000108414	2969	47	49	56	47	50	44	118	44	118	35	74	100
ENSMUSG00000064721	72	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065392	75	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065281	72	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065280	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065378	65	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065782	69	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065305	67	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065087	126	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042729	1867	76	47	81	58	77	71	66	29	96	66	95	75
ENSMUSG00000090840	508	1	0	0	0	0	0	0	0	6	0	0	2
ENSMUSG00000010110	5808	135	119	189	175	166	144	160	81	182	119	171	163
ENSMUSG00000098844	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010097	4427	362	347	541	489	499	473	535	180	586	299	395	522
ENSMUSG00000117924	748	26	21	28	17	20	22	34	13	36	19	19	24
ENSMUSG00000118346	845	65	82	136	114	119	105	138	65	130	93	84	100
ENSMUSG00000003680	5017	46	61	73	70	59	48	81	38	66	48	70	85
ENSMUSG00000118261	295	0	0	3	1	3	0	0	3	3	2	0	0
ENSMUSG00000118305	380	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071662	1247	159	217	371	409	250	249	241	108	354	159	304	315
ENSMUSG00000071661	2004	15	13	12	22	12	11	36	12	21	10	19	11
ENSMUSG00000071660	3984	130	129	274	202	184	165	212	89	244	154	215	235
ENSMUSG00000071659	7108	584	600	823	676	737	603	1272	438	983	575	740	812
ENSMUSG00000118124	599	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071658	1643	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000071657	5897	150	104	243	172	233	192	229	138	226	200	228	182
ENSMUSG00000071656	2600	0	0	3	0	0	0	0	0	0	0	0	2
ENSMUSG00000071655	3047	215	219	342	294	310	226	393	183	307	196	342	282
ENSMUSG00000071654	821	31	29	55	47	35	43	83	27	44	34	53	19
ENSMUSG00000096740	3281	7	9	15	9	14	12	22	10	20	6	9	12
ENSMUSG00000116166	534	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070167	148	1	3	2	4	5	3	8	4	2	6	7	2
ENSMUSG00000093314	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071653	1444	3	0	1	4	3	1	14	3	6	1	3	1
ENSMUSG00000116347	1064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071652	3274	75	81	105	88	81	86	115	42	72	69	89	85
ENSMUSG00000071650	5454	840	716	1010	792	871	777	1184	510	1030	617	919	891
ENSMUSG00000071649	2588	106	121	125	100	120	90	97	70	97	75	94	112
ENSMUSG00000071648	1517	11	9	14	7	7	7	8	3	8	11	7	10
ENSMUSG00000071647	4108	116	80	130	115	105	89	256	66	154	73	116	152
ENSMUSG00000114220	642	2	2	3	1	1	2	9	1	3	2	0	3
ENSMUSG00000071646	4093	242	273	408	389	301	282	528	178	539	250	379	386
ENSMUSG00000071645	3608	46	70	73	47	70	51	190	35	74	50	54	63
ENSMUSG00000071644	2600	692	682	911	860	859	670	1262	555	1006	591	881	843
ENSMUSG00000069833	19938	18054	14369	18005	13479	21843	16394	26530	9756	21615	12858	16976	17123
ENSMUSG00000024653	476	2	3	6	2	1	2	31	2	9	5	7	4
ENSMUSG00000024654	4297	27	6	28	18	21	13	35	4	20	19	16	14
ENSMUSG00000024658	2017	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000117804	580	17	18	17	19	18	16	31	8	32	10	19	22
ENSMUSG00000077055	82	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067608	781	11	26	23	30	18	23	34	12	36	13	31	23
ENSMUSG00000101398	1066	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071640	758	29	30	58	30	19	21	19	13	32	15	17	21
ENSMUSG00000096818	319	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100141	1112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117756	120	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118383	2697	1	2	1	5	1	1	0	3	6	3	2	4
ENSMUSG00000096872	1107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076370	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118138	4072	2	4	7	3	7	5	23	2	5	6	3	8
ENSMUSG00000024660	4329	84	94	161	126	123	106	205	64	178	90	112	130
ENSMUSG00000118325	1208	2	1	6	8	4	4	0	2	5	1	4	9
ENSMUSG00000118100	720	2	3	5	1	2	2	0	8	1	3	4	5
ENSMUSG00000080659	121	0	0	0	0	0	1	4	0	0	0	0	1
ENSMUSG00000118008	316	6	3	21	11	29	17	26	10	6	7	21	14
ENSMUSG00000118065	165	1	0	0	1	0	2	0	2	2	0	0	0
ENSMUSG00000118183	1387	1	2	2	2	2	2	36	3	6	1	5	6
ENSMUSG00000118123	1484	2	0	4	1	4	1	0	4	0	0	1	2
ENSMUSG00000024661	3469	78261	94479	80110	77032	117687	84811	146245	64396	107243	66271	99084	92084
ENSMUSG00000037418	2579	0	1	2	0	2	0	0	0	0	0	1	0
ENSMUSG00000024663	7161	12	12	14	17	31	16	29	5	28	7	12	19
ENSMUSG00000024664	3792	2	3	4	3	2	1	0	5	2	4	11	2
ENSMUSG00000024665	3295	2	3	3	3	2	4	0	0	2	1	1	4
ENSMUSG00000117700	308	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010663	4812	149	127	176	162	177	154	173	96	255	152	203	175
ENSMUSG00000098363	65	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064032	3333	0	0	0	0	2	0	0	0	0	1	0	0
ENSMUSG00000024742	2422	29	36	44	39	32	35	62	18	32	15	26	35
ENSMUSG00000036372	1611	95	102	114	105	109	119	140	57	138	68	115	84
ENSMUSG00000036098	8562	5	7	7	5	10	6	8	3	13	8	16	14
ENSMUSG00000035735	5747	44	33	65	49	78	43	13	28	54	24	33	54
ENSMUSG00000118330	2372	7	8	25	18	27	14	0	3	35	6	7	20
ENSMUSG00000024743	7487	0	36	2	28	20	12	46	6	20	9	15	7
ENSMUSG00000118310	2756	0	1	0	0	0	2	4	3	1	0	0	0
ENSMUSG00000090291	2103	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000035179	1652	0	2	2	5	8	5	5	1	2	0	0	0
ENSMUSG00000024668	7195	141	147	263	199	217	167	245	114	226	110	196	190
ENSMUSG00000034820	6416	227	158	300	255	317	199	305	138	278	196	236	254
ENSMUSG00000024667	3281	23	8	10	12	10	12	22	9	12	5	19	6
ENSMUSG00000024666	2360	16	10	28	24	18	9	30	6	18	8	24	15
ENSMUSG00000117955	3034	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034445	3910	87	72	137	97	107	88	127	54	107	68	92	97
ENSMUSG00000034371	4617	13	6	15	19	24	17	14	16	13	12	17	9
ENSMUSG00000024740	6409	1071	962	1288	994	1060	921	1433	578	1340	776	1060	1112
ENSMUSG00000043789	5301	1	0	0	0	0	0	0	0	0	0	0	0
